ym;kraj;okres;suma_spolu;pocet;priemerna_suma;strana
2012-11-01;Košický kraj;Košice-okolie;1230725.11;74;16631.4204054054;dodavatel
2012-11-01;Košický kraj;Michalovce;9294831.63;126;73768.505;dodavatel
2012-11-01;Košický kraj;Rožňava;1915459.66;92;20820.2136956522;dodavatel
2012-11-01;Košický kraj;Sobrance;595501.76;44;13534.1309090909;dodavatel
2012-11-01;Košický kraj;Spišská Nová Ves;3270809.93;76;43036.9727631579;dodavatel
2012-11-01;Košický kraj;Trebišov;12143876.37;461;26342.465010846;dodavatel
2012-11-01;Nitriansky kraj;Komárno;2505383.87;87;28797.5157471264;dodavatel
2012-11-01;Nitriansky kraj;Levice;3678219.8;208;17683.7490384615;dodavatel
2012-11-01;Nitriansky kraj;Nitra;32461583.535;239;135822.525251046;dodavatel
2012-11-01;Nitriansky kraj;Nové Zámky;2158259.19;168;12846.7808928571;dodavatel
2012-11-01;Nitriansky kraj;Šaľa;1169126.73;50;23382.5346;dodavatel
2012-11-01;Nitriansky kraj;Topoľčany;1820785.36;79;23047.9159493671;dodavatel
2012-11-01;Nitriansky kraj;Zlaté Moravce;1044217.97;40;26105.44925;dodavatel
2012-11-01;Prešovský kraj;Bardejov;20414182.21;330;61861.1582121212;dodavatel
2012-11-01;Prešovský kraj;Humenné;5014806.86;49;102342.997142857;dodavatel
2012-11-01;Prešovský kraj;Kežmarok;1829604.75;50;36592.095;dodavatel
2012-11-01;Prešovský kraj;Levoča;140674.18;25;5626.9672;dodavatel
2012-11-01;Prešovský kraj;Medzilaborce;0;5;0;dodavatel
2012-11-01;Prešovský kraj;Poprad;109833.822;28;3922.6365;dodavatel
2012-11-01;Prešovský kraj;Prešov;157145.7;70;2244.93857142857;dodavatel
2012-11-01;Prešovský kraj;Sabinov;567795.6;41;13848.6731707317;dodavatel
2012-11-01;Prešovský kraj;Snina;447270.36;29;15423.115862069;dodavatel
2012-11-01;Prešovský kraj;Stará Ľubovňa;2162602.47;80;27032.530875;dodavatel
2012-11-01;Prešovský kraj;Stropkov;2086354.02;36;57954.2783333333;dodavatel
2012-11-01;Prešovský kraj;Svidník;403052;33;12213.696969697;dodavatel
2012-11-01;Prešovský kraj;Vranov nad Topľou;2318241.28;29;79939.3544827586;dodavatel
2012-11-01;Trenčiansky kraj;Bánovce nad Bebravou;174628.82;34;5136.14176470588;dodavatel
2012-11-01;Trenčiansky kraj;Ilava;219096.89;121;1810.71809917355;dodavatel
2012-11-01;Trenčiansky kraj;Myjava;151865.41;32;4745.7940625;dodavatel
2012-11-01;Trenčiansky kraj;Nové Mesto nad Váhom;1658868.86;77;21543.7514285714;dodavatel
2012-11-01;Trenčiansky kraj;Partizánske;1067133.85;64;16673.96640625;dodavatel
2012-11-01;Trenčiansky kraj;Považská Bystrica;4715456.14;247;19090.9155465587;dodavatel
2012-11-01;Trenčiansky kraj;Prievidza;3971574.93;220;18052.6133181818;dodavatel
2012-11-01;Trenčiansky kraj;Púchov;1133899.01;87;13033.321954023;dodavatel
2012-11-01;Trenčiansky kraj;Trenčín;5658726.91;265;21353.6864528302;dodavatel
2012-11-01;Trnavský kraj;Dunajská Streda;4328709.72;150;28858.0648;dodavatel
2012-11-01;Trnavský kraj;Galanta;1487698.386;86;17298.8184418605;dodavatel
2012-11-01;Trnavský kraj;Hlohovec;905397.95;52;17411.4990384615;dodavatel
2012-11-01;Trnavský kraj;Piešťany;1487871.51;85;17504.3707058824;dodavatel
2012-11-01;Trnavský kraj;Senica;2270057.43;79;28734.9041772152;dodavatel
2012-11-01;Trnavský kraj;Skalica;2135106.18;70;30501.5168571429;dodavatel
2012-11-01;Trnavský kraj;Trnava;32248628.24;234;137814.650598291;dodavatel
2012-11-01;Žilinský kraj;Bytča;203350.8;23;8841.33913043478;dodavatel
2012-11-01;Žilinský kraj;Čadca;3314905.46;53;62545.3860377359;dodavatel
2012-11-01;Žilinský kraj;Dolný Kubín;2187171.57;68;32164.2877941176;dodavatel
2012-11-01;Žilinský kraj;Kysucké Nové Mesto;706770.31;24;29448.7629166667;dodavatel
2012-11-01;Žilinský kraj;Liptovský Mikuláš;2229781.08;83;26864.8322891566;dodavatel
2012-11-01;Žilinský kraj;Martin;3031715.058;149;20347.0809261745;dodavatel
2012-11-01;Žilinský kraj;Námestovo;2270122.44;43;52793.5451162791;dodavatel
2012-11-01;Žilinský kraj;Ružomberok;1925819.16;79;24377.457721519;dodavatel
2012-11-01;Žilinský kraj;Turčianske Teplice;25281.53;21;1203.88238095238;dodavatel
2012-11-01;Žilinský kraj;Tvrdošín;302812.23;24;12617.17625;dodavatel
2012-11-01;Žilinský kraj;Žilina;10859744.375;261;41608.2159961686;dodavatel
2012-12-01;Banskobystrický kraj;Banská Bystrica;12088556.23;351;34440.3311396011;dodavatel
2012-12-01;Banskobystrický kraj;Banská Štiavnica;56365.2;26;2167.89230769231;dodavatel
2012-12-01;Banskobystrický kraj;Brezno;1881780.37;68;27673.2407352941;dodavatel
2012-12-01;Banskobystrický kraj;Detva;100079.56;28;3574.27;dodavatel
2012-12-01;Banskobystrický kraj;Krupina;32095.53;7;4585.07571428571;dodavatel
2012-12-01;Banskobystrický kraj;Lučenec;1834506.27;141;13010.6827659574;dodavatel
2012-12-01;Banskobystrický kraj;Poltár;4453.25;13;342.557692307692;dodavatel
2012-12-01;Banskobystrický kraj;Revúca;341708.42;74;4617.68135135135;dodavatel
2012-12-01;Banskobystrický kraj;Rimavská Sobota;1519033.68;118;12873.166779661;dodavatel
2012-12-01;Banskobystrický kraj;Veľký Krtíš;423488.63;50;8469.7726;dodavatel
2012-12-01;Banskobystrický kraj;Zvolen;7541624.829;131;57569.6551832061;dodavatel
2012-12-01;Banskobystrický kraj;Žarnovica;37250.24;15;2483.34933333333;dodavatel
2012-12-01;Banskobystrický kraj;Žiar nad Hronom;881314.97;30;29377.1656666667;dodavatel
2012-12-01;Bratislavský kraj;BA;776670815.376;3858;201314.363757387;dodavatel
2012-12-01;Bratislavský kraj;Malacky;179204.38;27;6637.19925925926;dodavatel
2012-12-01;Bratislavský kraj;Pezinok;531942.04;32;16623.18875;dodavatel
2012-12-01;Bratislavský kraj;Senec;2442487.16;30;81416.2386666667;dodavatel
2012-12-01;Košický kraj;Gelnica;18928.06;21;901.33619047619;dodavatel
2012-12-01;Košický kraj;KE;47439610.4141;489;97013.5182292433;dodavatel
2012-12-01;Košický kraj;Košice-okolie;2925703.23;71;41207.0877464789;dodavatel
2012-12-01;Košický kraj;Michalovce;6885213.18;166;41477.1878313253;dodavatel
2012-12-01;Košický kraj;Rožňava;249840.25;50;4996.805;dodavatel
2012-12-01;Košický kraj;Sobrance;6862.32;17;403.665882352941;dodavatel
2012-12-01;Košický kraj;Spišská Nová Ves;595307.13;102;5836.34441176471;dodavatel
2012-12-01;Košický kraj;Trebišov;12013389.3;493;24367.9296146045;dodavatel
2012-12-01;Nitriansky kraj;Komárno;464420.63;58;8007.25224137931;dodavatel
2012-12-01;Nitriansky kraj;Levice;1459678.22;150;9731.18813333333;dodavatel
2012-12-01;Nitriansky kraj;Nitra;13857381.07;224;61863.3083482143;dodavatel
2012-12-01;Nitriansky kraj;Nové Zámky;2712289.17;89;30475.1592134831;dodavatel
2012-12-01;Nitriansky kraj;Šaľa;130767.52;19;6882.50105263158;dodavatel
2012-12-01;Nitriansky kraj;Topoľčany;547467.41;46;11901.4654347826;dodavatel
2012-12-01;Nitriansky kraj;Zlaté Moravce;233497.29;24;9729.05375;dodavatel
2012-12-01;Prešovský kraj;Bardejov;6443066.88;418;15414.0355980861;dodavatel
2012-12-01;Prešovský kraj;Humenné;156325.33;47;3326.07085106383;dodavatel
2012-12-01;Prešovský kraj;Kežmarok;381853.46;60;6364.22433333333;dodavatel
2012-12-01;Prešovský kraj;Levoča;7531089.81;32;235346.5565625;dodavatel
2012-12-01;Prešovský kraj;Medzilaborce;10800;15;720;dodavatel
2012-12-01;Prešovský kraj;Poprad;1157168.27;39;29670.9812820513;dodavatel
2012-12-01;Prešovský kraj;Prešov;311530.87;62;5024.6914516129;dodavatel
2012-12-01;Prešovský kraj;Sabinov;548558.09;48;11428.2935416667;dodavatel
2012-12-01;Prešovský kraj;Snina;499698.43;25;19987.9372;dodavatel
2012-12-01;Prešovský kraj;Stará Ľubovňa;9170325.4;93;98605.6494623656;dodavatel
2012-12-01;Prešovský kraj;Stropkov;23001.01;38;605.289736842105;dodavatel
2012-12-01;Prešovský kraj;Svidník;696944.42;40;17423.6105;dodavatel
2012-12-01;Prešovský kraj;Vranov nad Topľou;547432.47;31;17659.1119354839;dodavatel
2012-12-01;Trenčiansky kraj;Bánovce nad Bebravou;36189.68;11;3289.97090909091;dodavatel
2012-12-01;Trenčiansky kraj;Ilava;2824254.754;34;83066.3162941177;dodavatel
2012-12-01;Trenčiansky kraj;Myjava;409643.81;12;34136.9841666667;dodavatel
2012-12-01;Trenčiansky kraj;Nové Mesto nad Váhom;704334.99;36;19564.8608333333;dodavatel
2012-12-01;Trenčiansky kraj;Partizánske;176522.88;26;6789.34153846154;dodavatel
2012-12-01;Trenčiansky kraj;Považská Bystrica;1285713.37;44;29220.7584090909;dodavatel
2012-12-01;Trenčiansky kraj;Prievidza;1640182.722;145;11311.6049793103;dodavatel
2012-12-01;Trenčiansky kraj;Púchov;755676.61;24;31486.5254166667;dodavatel
2012-12-01;Trenčiansky kraj;Trenčín;15429401.53;262;58890.8455343511;dodavatel
2012-12-01;Trnavský kraj;Dunajská Streda;1478220.67;78;18951.5470512821;dodavatel
2012-12-01;Trnavský kraj;Galanta;252095.63;51;4943.05156862745;dodavatel
2012-12-01;Trnavský kraj;Hlohovec;323456.73;56;5776.01303571429;dodavatel
2012-12-01;Trnavský kraj;Piešťany;5185026.2;70;74071.8028571429;dodavatel
2012-12-01;Trnavský kraj;Senica;66339.84;35;1895.424;dodavatel
2012-12-01;Trnavský kraj;Skalica;1138260.745;82;13881.228597561;dodavatel
2012-12-01;Trnavský kraj;Trnava;54124875.07;176;307527.699261364;dodavatel
2012-12-01;Žilinský kraj;Bytča;392029.41;10;39202.941;dodavatel
2012-12-01;Žilinský kraj;Čadca;2599372.77;23;113016.207391304;dodavatel
2012-12-01;Žilinský kraj;Dolný Kubín;815318.86;47;17347.209787234;dodavatel
2012-12-01;Žilinský kraj;Kysucké Nové Mesto;61037.26;8;7629.6575;dodavatel
2012-12-01;Žilinský kraj;Liptovský Mikuláš;1492144.34;104;14347.5417307692;dodavatel
2012-12-01;Žilinský kraj;Martin;712591.88;93;7662.27827956989;dodavatel
2012-12-01;Žilinský kraj;Námestovo;1652775.07;78;21189.423974359;dodavatel
2012-12-01;Žilinský kraj;Ružomberok;480252.59;33;14553.1087878788;dodavatel
2012-12-01;Žilinský kraj;Turčianske Teplice;30843.12;11;2803.92;dodavatel
2012-12-01;Žilinský kraj;Tvrdošín;2062079.59;42;49097.1330952381;dodavatel
2012-12-01;Žilinský kraj;Žilina;38248646.89;260;147110.180346154;dodavatel
2013-01-01;Banskobystrický kraj;Banská Bystrica;33278284.456;390;85328.9345025641;dodavatel
2013-01-01;Banskobystrický kraj;Banská Štiavnica;306726.93;35;8763.62657142857;dodavatel
2013-01-01;Banskobystrický kraj;Brezno;593395.57;31;19141.7925806452;dodavatel
2013-01-01;Banskobystrický kraj;Detva;1122142.19;37;30328.1672972973;dodavatel
2013-01-01;Banskobystrický kraj;Krupina;140051.14;19;7371.11263157895;dodavatel
2013-01-01;Banskobystrický kraj;Lučenec;11064961.988;138;80180.8839710145;dodavatel
2013-01-01;Banskobystrický kraj;Poltár;235529.96;16;14720.6225;dodavatel
2013-01-01;Banskobystrický kraj;Revúca;2025739.16;84;24115.9423809524;dodavatel
2013-01-01;Banskobystrický kraj;Rimavská Sobota;184643.96;95;1943.62063157895;dodavatel
2013-01-01;Banskobystrický kraj;Veľký Krtíš;1440405.99;92;15656.5868478261;dodavatel
2013-01-01;Banskobystrický kraj;Zvolen;19995993.054;287;69672.4496655052;dodavatel
2013-01-01;Banskobystrický kraj;Žarnovica;313206.25;41;7639.17682926829;dodavatel
2013-01-01;Banskobystrický kraj;Žiar nad Hronom;2140885.29;36;59469.0358333333;dodavatel
2013-01-01;Bratislavský kraj;BA;384012960.141;2653;144746.686822842;dodavatel
2013-01-01;Bratislavský kraj;Malacky;158394.5;30;5279.81666666667;dodavatel
2013-01-01;Bratislavský kraj;Pezinok;638291.23;49;13026.3516326531;dodavatel
2013-01-01;Bratislavský kraj;Senec;2451434.99;37;66254.9997297297;dodavatel
2013-01-01;Košický kraj;Gelnica;694354.44;22;31561.5654545455;dodavatel
2013-01-01;Košický kraj;KE;85762036.026;522;164295.088172414;dodavatel
2013-01-01;Košický kraj;Košice-okolie;661046.43;52;12712.4313461538;dodavatel
2013-01-01;Košický kraj;Michalovce;3434842.45;132;26021.5337121212;dodavatel
2013-01-01;Košický kraj;Rožňava;1242502.41;112;11093.7715178571;dodavatel
2013-01-01;Košický kraj;Sobrance;400321.62;68;5887.08264705882;dodavatel
2013-01-01;Košický kraj;Spišská Nová Ves;2298134.09;281;8178.4131316726;dodavatel
2013-01-01;Košický kraj;Trebišov;11339616.26;521;21765.0983877159;dodavatel
2013-01-01;Nitriansky kraj;Komárno;4519306.73;71;63652.2074647887;dodavatel
2013-01-01;Nitriansky kraj;Levice;7085747.95;193;36713.7199481865;dodavatel
2013-01-01;Nitriansky kraj;Nitra;43889912.61;241;182115.819958506;dodavatel
2013-01-01;Nitriansky kraj;Nové Zámky;1515818.78;139;10905.1710791367;dodavatel
2013-01-01;Nitriansky kraj;Šaľa;726713.28;29;25059.0786206897;dodavatel
2013-01-01;Nitriansky kraj;Topoľčany;335880.52;71;4730.71154929577;dodavatel
2013-01-01;Nitriansky kraj;Zlaté Moravce;878581.27;65;13516.6349230769;dodavatel
2013-01-01;Prešovský kraj;Bardejov;23987659.1;402;59670.7937810945;dodavatel
2013-01-01;Prešovský kraj;Humenné;1871008.59;61;30672.2719672131;dodavatel
2013-01-01;Prešovský kraj;Kežmarok;137094.93;58;2363.70568965517;dodavatel
2013-01-01;Prešovský kraj;Levoča;229953.36;30;7665.112;dodavatel
2013-01-01;Prešovský kraj;Medzilaborce;482078.28;30;16069.276;dodavatel
2013-01-01;Prešovský kraj;Poprad;877447.23;53;16555.6081132075;dodavatel
2013-01-01;Prešovský kraj;Prešov;885482.7;41;21597.1390243902;dodavatel
2013-01-01;Prešovský kraj;Sabinov;1029941.48;40;25748.537;dodavatel
2013-01-01;Prešovský kraj;Snina;363198.4;39;9312.77948717949;dodavatel
2013-01-01;Prešovský kraj;Stará Ľubovňa;1934347.89;85;22757.034;dodavatel
2013-01-01;Prešovský kraj;Stropkov;335190.49;52;6445.97096153846;dodavatel
2013-01-01;Prešovský kraj;Svidník;50476.39;49;1030.13040816327;dodavatel
2013-01-01;Prešovský kraj;Vranov nad Topľou;563054.94;28;20109.105;dodavatel
2013-01-01;Trenčiansky kraj;Bánovce nad Bebravou;141896;5;28379.2;dodavatel
2013-01-01;Trenčiansky kraj;Ilava;240365.3;37;6496.35945945946;dodavatel
2013-01-01;Trenčiansky kraj;Myjava;1364200.52;31;44006.4683870968;dodavatel
2013-01-01;Trenčiansky kraj;Nové Mesto nad Váhom;937572.23;44;21308.4597727273;dodavatel
2013-01-01;Trenčiansky kraj;Partizánske;757450.42;39;19421.8056410256;dodavatel
2013-01-01;Trenčiansky kraj;Považská Bystrica;1286545.05;54;23824.9083333333;dodavatel
2013-01-01;Trenčiansky kraj;Prievidza;2813293.6;149;18881.1651006711;dodavatel
2013-01-01;Trenčiansky kraj;Púchov;1415243.17;29;48801.4886206897;dodavatel
2013-01-01;Trenčiansky kraj;Trenčín;15245314.92;358;42584.678547486;dodavatel
2013-01-01;Trnavský kraj;Dunajská Streda;5634627.91;139;40536.8914388489;dodavatel
2013-01-01;Trnavský kraj;Galanta;3996778.45;50;79935.569;dodavatel
2013-01-01;Trnavský kraj;Hlohovec;2316239.87;31;74717.4151612903;dodavatel
2013-01-01;Trnavský kraj;Piešťany;4405281.47;96;45888.3486458333;dodavatel
2013-01-01;Trnavský kraj;Senica;2740615.26;90;30451.2806666667;dodavatel
2013-01-01;Trnavský kraj;Skalica;1294756.04;74;17496.7032432432;dodavatel
2013-01-01;Trnavský kraj;Trnava;29389523.995;189;155500.126957672;dodavatel
2013-01-01;Žilinský kraj;Bytča;110036.77;13;8464.36692307692;dodavatel
2013-01-01;Žilinský kraj;Čadca;866069.52;46;18827.5982608696;dodavatel
2013-01-01;Žilinský kraj;Dolný Kubín;989113.7;54;18316.9203703704;dodavatel
2013-01-01;Žilinský kraj;Kysucké Nové Mesto;126258.7;14;9018.47857142857;dodavatel
2013-01-01;Žilinský kraj;Liptovský Mikuláš;2269719.595;89;25502.4673595506;dodavatel
2013-01-01;Žilinský kraj;Martin;1857046.24;122;15221.6904918033;dodavatel
2013-01-01;Žilinský kraj;Námestovo;395393.71;62;6377.31790322581;dodavatel
2013-01-01;Žilinský kraj;Ružomberok;15188208;111;136830.702702703;dodavatel
2013-01-01;Žilinský kraj;Turčianske Teplice;96949.46;16;6059.34125;dodavatel
2013-01-01;Žilinský kraj;Tvrdošín;334310.52;33;10130.6218181818;dodavatel
2013-01-01;Žilinský kraj;Žilina;34047014.31584;324;105083.377518025;dodavatel
2013-02-01;Banskobystrický kraj;Banská Bystrica;14749501.69;384;38410.1606510417;dodavatel
2013-02-01;Banskobystrický kraj;Banská Štiavnica;94624.69;38;2490.12342105263;dodavatel
2013-02-01;Banskobystrický kraj;Brezno;336869.05;86;3917.08197674419;dodavatel
2013-02-01;Banskobystrický kraj;Detva;500791.99;31;16154.5803225806;dodavatel
2013-02-01;Banskobystrický kraj;Krupina;776226.68;13;59709.7446153846;dodavatel
2013-02-01;Banskobystrický kraj;Lučenec;1792433.64;129;13894.8344186047;dodavatel
2013-02-01;Banskobystrický kraj;Poltár;13468.5;7;1924.07142857143;dodavatel
2013-02-01;Banskobystrický kraj;Revúca;489482.23;67;7305.70492537313;dodavatel
2013-02-01;Banskobystrický kraj;Rimavská Sobota;143081.78;134;1067.77447761194;dodavatel
2013-02-01;Banskobystrický kraj;Veľký Krtíš;407960.14;60;6799.33566666667;dodavatel
2013-02-01;Banskobystrický kraj;Zvolen;1486959.9729;219;6789.77156575342;dodavatel
2013-02-01;Banskobystrický kraj;Žarnovica;229111.13;19;12058.4805263158;dodavatel
2013-02-01;Banskobystrický kraj;Žiar nad Hronom;144906.06;47;3083.10765957447;dodavatel
2013-02-01;Bratislavský kraj;BA;519410103.89;2929;177333.596411745;dodavatel
2013-02-01;Bratislavský kraj;Malacky;2100325.49;28;75011.6246428571;dodavatel
2013-02-01;Bratislavský kraj;Pezinok;1837361.87;37;49658.4289189189;dodavatel
2013-02-01;Bratislavský kraj;Senec;3106617.03;37;83962.6224324324;dodavatel
2013-02-01;Košický kraj;Gelnica;116940.88;14;8352.92;dodavatel
2013-02-01;Košický kraj;KE;26765254.554;550;48664.0991890909;dodavatel
2013-02-01;Košický kraj;Košice-okolie;723898.3;57;12699.9701754386;dodavatel
2013-02-01;Košický kraj;Michalovce;3504680.96;155;22610.8449032258;dodavatel
2013-02-01;Košický kraj;Rožňava;709908.76;79;8986.18683544304;dodavatel
2013-02-01;Košický kraj;Sobrance;269422.85;39;6908.2782051282;dodavatel
2013-02-01;Košický kraj;Spišská Nová Ves;3941720.65;211;18681.140521327;dodavatel
2013-02-01;Košický kraj;Trebišov;14236367.25;462;30814.6477272727;dodavatel
2013-02-01;Nitriansky kraj;Komárno;2032179.48;135;15053.1813333333;dodavatel
2013-02-01;Nitriansky kraj;Levice;3554415.98;189;18806.4337566138;dodavatel
2013-02-01;Nitriansky kraj;Nitra;4790022.21;243;19712.0255555556;dodavatel
2013-02-01;Nitriansky kraj;Nové Zámky;1316618.91;157;8386.10770700637;dodavatel
2013-02-01;Nitriansky kraj;Šaľa;329197.68;40;8229.942;dodavatel
2013-02-01;Nitriansky kraj;Topoľčany;1022748.64;66;15496.1915151515;dodavatel
2013-02-01;Nitriansky kraj;Zlaté Moravce;693599.07;65;10670.7549230769;dodavatel
2013-02-01;Prešovský kraj;Bardejov;7560826.89;460;16436.5801956522;dodavatel
2013-02-01;Prešovský kraj;Humenné;1733370.26;52;33334.0434615385;dodavatel
2013-02-01;Prešovský kraj;Kežmarok;1571153.62;46;34155.5134782609;dodavatel
2013-02-01;Prešovský kraj;Levoča;67739;25;2709.56;dodavatel
2013-02-01;Prešovský kraj;Medzilaborce;1007013.39;15;67134.226;dodavatel
2013-02-01;Prešovský kraj;Poprad;1097414.63;38;28879.332368421;dodavatel
2013-02-01;Prešovský kraj;Prešov;8723659.46;45;193859.099111111;dodavatel
2013-02-01;Prešovský kraj;Sabinov;1333097.09;29;45968.8651724138;dodavatel
2013-02-01;Prešovský kraj;Snina;661838.92;72;9192.20722222222;dodavatel
2013-02-01;Prešovský kraj;Stará Ľubovňa;1122365.66;98;11452.7108163265;dodavatel
2013-02-01;Prešovský kraj;Stropkov;290595.51;37;7853.9327027027;dodavatel
2013-02-01;Prešovský kraj;Svidník;141665.1;37;3828.78648648649;dodavatel
2013-02-01;Prešovský kraj;Vranov nad Topľou;908619.29;22;41300.8768181818;dodavatel
2013-02-01;Trenčiansky kraj;Bánovce nad Bebravou;20934.27;13;1610.32846153846;dodavatel
2013-02-01;Trenčiansky kraj;Ilava;1259475.09;35;35985.0025714286;dodavatel
2013-02-01;Trenčiansky kraj;Myjava;116806.15;29;4027.79827586207;dodavatel
2013-02-01;Trenčiansky kraj;Nové Mesto nad Váhom;231190.63;87;2657.36356321839;dodavatel
2013-02-01;Trenčiansky kraj;Partizánske;164136.16;37;4436.11243243243;dodavatel
2013-02-01;Trenčiansky kraj;Považská Bystrica;1446198.64;35;41319.9611428571;dodavatel
2013-02-01;Trenčiansky kraj;Prievidza;2273975.28;142;16013.9104225352;dodavatel
2013-02-01;Trenčiansky kraj;Púchov;9580193.6;24;399174.733333333;dodavatel
2013-02-01;Trenčiansky kraj;Trenčín;3284839.54;205;16023.6075121951;dodavatel
2013-02-01;Trnavský kraj;Dunajská Streda;1578956.9;93;16978.0311827957;dodavatel
2013-02-01;Trnavský kraj;Galanta;1019996.7;68;14999.9514705882;dodavatel
2013-02-01;Trnavský kraj;Hlohovec;280880.87;38;7391.60184210526;dodavatel
2013-02-01;Trnavský kraj;Piešťany;2521167.084;92;27403.9900434783;dodavatel
2013-02-01;Trnavský kraj;Senica;2666187.12;72;37030.3766666667;dodavatel
2013-02-01;Trnavský kraj;Skalica;919551.74;51;18030.4262745098;dodavatel
2013-02-01;Trnavský kraj;Trnava;7361962.1;186;39580.4413978495;dodavatel
2013-02-01;Žilinský kraj;Bytča;1000888.61;11;90989.8736363636;dodavatel
2013-02-01;Žilinský kraj;Čadca;792212.68;27;29341.2103703704;dodavatel
2013-02-01;Žilinský kraj;Dolný Kubín;139647.94;57;2449.96385964912;dodavatel
2013-02-01;Žilinský kraj;Kysucké Nové Mesto;574329.01;21;27349.0004761905;dodavatel
2013-02-01;Žilinský kraj;Liptovský Mikuláš;1214321.55;84;14456.2089285714;dodavatel
2013-02-01;Žilinský kraj;Martin;6772691.23;126;53751.5176984127;dodavatel
2013-02-01;Žilinský kraj;Námestovo;475876.78;61;7801.25868852459;dodavatel
2013-02-01;Žilinský kraj;Ružomberok;961316.07;85;11309.6008235294;dodavatel
2013-02-01;Žilinský kraj;Turčianske Teplice;15390.48;13;1183.88307692308;dodavatel
2013-02-01;Žilinský kraj;Tvrdošín;665185.37;27;24636.4951851852;dodavatel
2013-02-01;Žilinský kraj;Žilina;6383004.0368;247;25842.1216064777;dodavatel
2013-03-01;Banskobystrický kraj;Banská Bystrica;5773633.343;568;10164.8474348592;dodavatel
2013-03-01;Banskobystrický kraj;Banská Štiavnica;2180440.18;70;31149.1454285714;dodavatel
2013-03-01;Banskobystrický kraj;Brezno;606861.1;206;2945.92766990291;dodavatel
2013-03-01;Banskobystrický kraj;Detva;575788.82;348;1654.56557471264;dodavatel
2013-03-01;Banskobystrický kraj;Krupina;347575.24;146;2380.65232876712;dodavatel
2013-03-01;Banskobystrický kraj;Lučenec;3780296.4932;263;14373.7509247148;dodavatel
2013-03-01;Banskobystrický kraj;Poltár;137796.86;85;1621.13952941176;dodavatel
2013-03-01;Banskobystrický kraj;Revúca;2162175.51;129;16761.0504651163;dodavatel
2013-03-01;Banskobystrický kraj;Rimavská Sobota;555222.69;353;1572.8688101983;dodavatel
2013-03-01;Banskobystrický kraj;Veľký Krtíš;824039.82;168;4904.99892857143;dodavatel
2013-03-01;Banskobystrický kraj;Zvolen;2281076.024;224;10183.3751071429;dodavatel
2013-03-01;Banskobystrický kraj;Žarnovica;270803.46;80;3385.04325;dodavatel
2013-03-01;Banskobystrický kraj;Žiar nad Hronom;748231.11;115;6506.35747826087;dodavatel
2013-03-01;Bratislavský kraj;BA;350549177.655;3060;114558.554789216;dodavatel
2013-03-01;Bratislavský kraj;Malacky;172634.95;41;4210.60853658537;dodavatel
2013-03-01;Bratislavský kraj;Pezinok;536273.37;95;5644.98284210526;dodavatel
2013-03-01;Bratislavský kraj;Senec;738183.04;55;13421.5098181818;dodavatel
2013-03-01;Košický kraj;Gelnica;304572.19;45;6768.27088888889;dodavatel
2013-03-01;Košický kraj;KE;18537004.87;573;32350.7938394415;dodavatel
2013-03-01;Košický kraj;Košice-okolie;722290.79;167;4325.0945508982;dodavatel
2013-03-01;Košický kraj;Michalovce;109877833.8;319;344444.620062696;dodavatel
2013-03-01;Košický kraj;Rožňava;764591.8;175;4369.096;dodavatel
2013-03-01;Košický kraj;Sobrance;389048.406;114;3412.70531578947;dodavatel
2013-03-01;Košický kraj;Spišská Nová Ves;6676629.68;185;36089.8901621622;dodavatel
2013-03-01;Košický kraj;Trebišov;5262133.7981;718;7328.87715612813;dodavatel
2013-03-01;Nitriansky kraj;Komárno;1709713.97;205;8340.06814634146;dodavatel
2013-03-01;Nitriansky kraj;Levice;7205883.506;313;23021.9920319489;dodavatel
2013-03-01;Nitriansky kraj;Nitra;4824701.78;318;15172.0181761006;dodavatel
2013-03-01;Nitriansky kraj;Nové Zámky;1413023.95;447;3161.1274049217;dodavatel
2013-03-01;Nitriansky kraj;Šaľa;996478.24;116;8590.32965517241;dodavatel
2013-03-01;Nitriansky kraj;Topoľčany;721369.31;138;5227.31384057971;dodavatel
2013-03-01;Nitriansky kraj;Zlaté Moravce;612240.55;93;6583.23172043011;dodavatel
2013-03-01;Prešovský kraj;Bardejov;6515677.18;525;12410.8136761905;dodavatel
2013-03-01;Prešovský kraj;Humenné;615426.83;97;6344.60649484536;dodavatel
2013-03-01;Prešovský kraj;Kežmarok;1176400.62;220;5347.27554545455;dodavatel
2013-03-01;Prešovský kraj;Levoča;300908.97;73;4122.04068493151;dodavatel
2013-03-01;Prešovský kraj;Medzilaborce;482044.68;49;9837.64653061224;dodavatel
2013-03-01;Prešovský kraj;Poprad;1213471.25;84;14446.0863095238;dodavatel
2013-03-01;Prešovský kraj;Prešov;2413223.72;210;11491.5415238095;dodavatel
2013-03-01;Prešovský kraj;Sabinov;3945338.64;85;46415.7487058824;dodavatel
2013-03-01;Prešovský kraj;Snina;549251.68;66;8321.99515151515;dodavatel
2013-03-01;Prešovský kraj;Stará Ľubovňa;620236.85;199;3116.76809045226;dodavatel
2013-03-01;Prešovský kraj;Stropkov;496770.73;84;5913.93726190476;dodavatel
2013-03-01;Prešovský kraj;Svidník;509768.73;133;3832.84759398496;dodavatel
2013-03-01;Prešovský kraj;Vranov nad Topľou;621336.12;78;7965.84769230769;dodavatel
2013-03-01;Trenčiansky kraj;Bánovce nad Bebravou;145453.66;46;3162.03608695652;dodavatel
